team,season_year,games_played,avg_points,avg_3pm,avg_assists,avg_steals,avg_blocks,avg_def_reb,avg_turnovers,win_pct,rank_offense,rank_defense
Detroit Pistons,1998,51,96.1,4.2,20.0,8.3,3.9,27.7,14.2,45.1,14,23
Philadelphia 76ers,1998,54,94.1,3.0,21.2,9.0,6.6,28.0,16.0,44.4,19,5
Milwaukee Bucks,1998,53,94.9,3.2,20.1,8.5,4.2,27.2,16.2,41.5,17,23
Boston Celtics,1998,54,96.1,4.9,22.3,11.6,4.0,24.7,15.4,40.7,14,21
Sacramento Kings,1998,51,93.3,3.7,22.6,7.3,4.9,28.7,15.3,31.4,22,16
Dallas Mavericks,1998,52,92.8,4.8,19.2,8.5,6.0,27.9,14.3,28.8,23,9
Toronto Raptors,1998,52,96.5,5.0,21.1,9.3,8.5,27.0,16.8,23.1,11,2
Golden State Warriors,1998,54,88.2,2.4,20.7,7.5,5.0,29.2,16.1,22.2,29,12
Los Angeles Clippers,1998,52,96.4,6.5,19.3,7.8,5.4,27.3,15.9,21.2,12,19
Vancouver Grizzlies,1998,52,98.1,4.2,23.9,7.8,4.5,27.8,17.1,17.3,7,22
Denver Nuggets,1998,54,88.6,3.9,19.6,8.5,5.0,25.7,15.8,16.7,28,28
Chicago Bulls,1997,100,98.4,5.2,24.4,8.6,4.4,29.8,14.0,77.0,12,6
Utah Jazz,1997,103,100.9,3.8,25.3,8.5,5.1,29.2,15.0,71.8,4,6
Seattle SuperSonics,1997,92,101.3,7.0,23.9,10.9,4.7,27.4,14.1,71.7,3,5
Los Angeles Lakers,1997,90,101.6,6.6,22.8,9.0,6.8,29.1,14.2,67.8,2,1
Miami Heat,1997,98,94.6,8.1,20.9,8.0,5.0,29.3,15.5,67.3,22,12
Atlanta Hawks,1997,94,94.7,6.6,18.8,7.9,5.4,28.9,14.9,67.0,20,13
Charlotte Hornets,1997,85,100.3,6.4,24.9,8.1,4.2,28.3,14.8,65.9,7,21
New York Knicks,1997,92,94.1,5.1,21.8,7.8,4.5,30.8,16.6,64.1,24,3
Portland Trail Blazers,1997,83,97.7,5.4,20.7,7.6,5.6,30.6,16.6,62.7,14,2
Houston Rockets,1997,94,100.9,8.2,23.7,8.3,4.1,30.4,15.8,60.6,4,6
Orlando Magic,1997,91,94.7,5.9,20.5,8.4,4.7,27.0,14.4,59.3,20,25
Phoenix Suns,1997,85,103.8,6.6,25.6,8.7,4.4,29.4,14.8,58.8,1,10
Indiana Pacers,1997,83,96.2,4.7,22.3,7.1,4.6,28.6,15.6,54.2,15,23
Detroit Pistons,1997,89,92.8,5.3,18.9,8.0,4.0,28.6,13.2,53.9,25,21
Washington Bullets,1997,56,100.4,3.8,23.1,8.2,4.6,29.7,16.1,51.8,6,10
Minnesota Timberwolves,1997,84,98.6,4.1,24.2,7.6,6.2,29.3,14.4,51.2,10,3
Cleveland Cavaliers,1997,81,87.8,4.7,20.8,9.0,4.0,26.7,15.8,49.4,29,27
New Jersey Nets,1997,84,98.5,5.2,21.0,8.5,5.0,28.2,15.0,40.5,11,15
Sacramento Kings,1997,82,96.2,4.8,22.4,7.3,4.8,27.5,16.2,39.0,15,28
Milwaukee Bucks,1997,82,94.2,3.5,19.6,8.5,4.4,26.9,16.5,39.0,23,26
San Antonio Spurs,1997,84,92.0,4.2,21.0,7.5,6.0,28.5,15.8,36.9,26,14
Los Angeles Clippers,1997,85,97.8,6.4,19.8,8.2,5.6,27.8,15.7,36.5,13,16
Golden State Warriors,1997,81,96.0,4.4,21.8,7.3,5.0,29.3,17.4,32.1,17,16
Toronto Raptors,1997,83,95.7,5.9,21.9,9.3,7.1,26.3,16.1,28.9,19,9
Boston Celtics,1997,83,100.3,5.9,22.3,11.3,4.1,25.8,16.6,27.7,7,19
Philadelphia 76ers,1997,82,98.9,4.1,20.9,8.4,4.7,28.4,16.9,25.6,9,18
Dallas Mavericks,1997,85,89.0,5.2,18.7,7.4,4.6,27.5,15.4,22.4,28,29
Vancouver Grizzlies,1997,81,91.5,4.7,23.3,7.3,5.2,27.7,16.7,22.2,27,24
Denver Nuggets,1997,80,96.0,6.4,21.1,6.4,5.4,29.2,16.1,18.8,17,20
Chicago Bulls,1996,103,102.6,6.8,24.5,9.0,4.0,29.4,13.6,86.4,1,10
Seattle SuperSonics,1996,107,101.3,7.2,23.5,10.0,4.8,29.2,16.6,72.9,4,2
Los Angeles Lakers,1996,86,101.5,6.5,24.8,8.5,6.3,29.2,14.5,69.8,3,2
Utah Jazz,1996,100,100.0,4.5,26.0,8.1,5.3,29.3,14.3,67.0,8,9
Detroit Pistons,1996,85,94.2,7.0,18.8,6.2,3.8,29.1,13.7,62.4,26,26
Orlando Magic,1996,91,99.3,7.2,23.7,7.6,4.4,28.2,14.8,59.3,11,23
Indiana Pacers,1996,88,96.4,4.4,22.1,7.1,4.5,29.3,16.3,59.1,16,19
Houston Rockets,1996,90,101.0,8.0,24.6,8.3,4.9,29.9,15.6,58.9,5,6
Cleveland Cavaliers,1996,87,90.1,7.0,22.1,7.8,4.4,25.9,12.7,58.6,28,28
New York Knicks,1996,91,94.7,6.0,22.3,8.0,4.6,29.7,16.6,58.2,23,12
Atlanta Hawks,1996,91,94.5,7.1,18.8,8.7,4.5,26.8,14.9,58.2,24,24
Miami Heat,1996,87,95.0,7.2,21.1,7.4,5.2,30.4,16.5,57.5,22,8
San Antonio Spurs,1996,92,98.0,5.8,23.6,8.1,5.8,29.2,14.6,56.5,13,7
Portland Trail Blazers,1996,89,97.2,5.7,20.5,7.2,5.4,31.1,16.3,56.2,14,4
Charlotte Hornets,1996,81,98.7,6.8,23.7,7.1,3.6,27.3,14.3,53.1,12,29
Washington Bullets,1996,83,99.4,5.8,22.5,7.3,6.1,28.5,15.2,47.0,9,14
Phoenix Suns,1996,88,101.6,3.8,24.0,7.8,4.0,29.6,14.3,44.3,2,16
Golden State Warriors,1996,82,99.4,5.7,22.7,8.3,5.3,27.5,16.2,42.7,9,17
Sacramento Kings,1996,91,96.3,5.0,21.8,7.4,4.9,28.4,16.4,39.6,17,21
Minnesota Timberwolves,1996,85,95.8,3.7,22.3,7.7,6.5,27.4,16.5,36.5,19,15
Denver Nuggets,1996,83,95.8,5.1,22.5,6.4,6.8,30.3,15.7,36.1,19,5
Milwaukee Bucks,1996,84,96.1,4.2,21.3,7.1,4.0,27.4,15.0,35.7,18,27
Los Angeles Clippers,1996,82,96.8,6.0,19.4,8.7,5.4,26.7,16.0,35.4,15,20
Dallas Mavericks,1996,82,100.6,8.5,23.2,8.4,4.2,28.3,15.4,34.1,6,18
New Jersey Nets,1996,82,93.7,3.6,21.4,8.0,7.3,29.9,16.3,34.1,27,1
Boston Celtics,1996,81,100.4,6.3,21.5,8.4,4.8,29.0,15.4,33.3,7,13
Toronto Raptors,1996,81,95.1,6.0,21.6,9.2,5.8,27.4,17.9,27.2,21,10
Philadelphia 76ers,1996,83,94.5,6.4,20.1,8.2,5.1,27.3,17.1,25.3,24,22
Vancouver Grizzlies,1996,83,88.7,5.3,22.0,8.8,4.3,26.1,15.0,19.3,29,25
San Antonio Spurs,1995,99,104.6,5.3,23.5,7.7,5.8,32.3,14.2,75.8,7,1
Utah Jazz,1995,88,105.6,4.1,27.0,8.7,4.8,29.1,14.4,71.6,4,9
New York Knicks,1995,94,98.1,6.8,23.5,7.1,4.9,29.7,14.9,69.1,21,13
Seattle SuperSonics,1995,87,109.2,6.4,25.9,11.0,4.8,29.0,15.7,69.0,1,2
Chicago Bulls,1995,92,102.7,5.4,24.6,9.3,4.3,28.5,14.1,67.4,10,11
Orlando Magic,1995,103,106.1,7.2,25.5,7.9,5.6,28.9,14.3,66.0,3,10
Phoenix Suns,1995,91,108.8,6.7,25.3,7.4,3.7,30.4,13.5,62.6,2,14
Houston Rockets,1995,107,105.0,8.1,24.6,8.2,6.2,29.5,14.4,61.7,5,4
Indiana Pacers,1995,100,99.5,4.8,22.8,7.5,4.1,27.4,15.3,60.0,16,24
Charlotte Hornets,1995,88,101.0,7.3,24.1,7.3,4.3,28.6,14.4,55.7,14,21
Los Angeles Lakers,1995,97,102.5,6.1,24.8,8.5,6.6,27.7,14.5,53.6,12,7
Atlanta Hawks,1995,84,98.8,7.3,20.7,9.3,4.6,27.1,13.9,51.2,18,16
Sacramento Kings,1995,81,99.1,4.9,21.5,8.0,5.7,29.0,17.4,50.6,17,8
Portland Trail Blazers,1995,88,103.0,5.9,22.5,8.0,5.4,29.8,14.6,48.9,8,6
Denver Nuggets,1995,87,99.6,5.4,22.9,7.4,7.6,29.3,15.4,46.0,15,3
Cleveland Cavaliers,1995,85,90.0,5.6,20.4,8.0,3.8,25.3,12.4,45.9,27,27
Miami Heat,1995,83,98.6,5.6,20.4,7.8,4.4,28.3,15.4,45.8,19,20
Boston Celtics,1995,86,102.8,4.7,21.4,6.9,4.7,29.2,15.8,43.0,9,18
Milwaukee Bucks,1995,82,98.0,5.4,21.2,7.6,3.8,26.9,16.0,42.7,22,26
Detroit Pistons,1995,85,97.4,6.1,22.1,7.7,4.7,27.7,15.2,40.0,23,22
Dallas Mavericks,1995,84,101.3,6.0,23.2,7.0,4.3,29.7,15.3,36.9,13,16
New Jersey Nets,1995,78,96.3,4.4,22.2,7.0,5.9,30.7,15.0,35.9,25,5
Washington Bullets,1995,84,102.7,5.4,22.2,8.1,5.3,27.2,15.9,34.5,10,19
Golden State Warriors,1995,84,105.0,6.3,24.1,8.3,5.1,28.6,17.2,33.3,5,12
Los Angeles Clippers,1995,83,98.6,4.3,22.0,8.8,4.8,25.9,15.2,28.9,19,23
Minnesota Timberwolves,1995,83,96.4,3.7,22.2,7.6,4.9,26.1,15.9,26.5,24,25
Philadelphia 76ers,1995,81,95.1,4.5,19.4,7.8,6.4,27.1,16.4,23.5,26,15
Seattle SuperSonics,1994,89,105.7,3.6,24.4,12.0,4.6,27.9,15.1,68.5,5,4
Orlando Magic,1994,86,108.6,5.1,26.1,8.5,6.0,29.6,15.9,66.3,2,8
Phoenix Suns,1994,94,108.4,5.1,27.4,8.9,4.6,29.7,15.4,66.0,3,11
Indiana Pacers,1994,98,99.2,3.1,24.5,9.1,4.9,28.6,17.0,65.3,18,15
San Antonio Spurs,1994,82,103.2,3.7,22.9,7.0,5.6,31.6,14.1,64.6,7,6
Houston Rockets,1994,104,100.7,5.9,25.4,8.2,6.0,31.7,15.3,64.4,14,3
Cleveland Cavaliers,1994,86,98.5,4.3,23.8,8.5,4.9,28.6,13.6,64.0,20,17
Chicago Bulls,1994,93,98.2,3.8,24.8,9.2,4.3,28.4,15.0,62.4,22,18
New York Knicks,1994,109,96.4,4.3,24.0,8.2,5.0,30.4,16.3,62.4,26,10
Utah Jazz,1994,98,101.8,2.8,26.1,8.9,4.5,29.3,14.3,61.2,11,14
Atlanta Hawks,1994,96,98.1,3.8,24.4,10.1,5.3,28.8,14.6,57.3,23,6
Golden State Warriors,1994,85,110.3,4.7,27.3,9.3,6.0,29.0,17.3,54.1,1,5
Portland Trail Blazers,1994,84,106.3,4.3,24.4,8.5,4.9,30.4,14.2,52.4,4,9
New Jersey Nets,1994,90,102.3,3.9,23.1,8.2,7.1,31.0,15.2,52.2,10,1
Los Angeles Lakers,1994,80,102.5,3.9,24.5,10.0,6.0,27.1,14.1,51.2,9,12
Denver Nuggets,1994,94,101.2,3.3,21.2,8.1,7.9,30.3,16.7,51.1,12,1
Charlotte Hornets,1994,82,104.4,4.8,26.3,8.7,4.6,28.9,14.7,50.0,6,16
Miami Heat,1994,89,102.8,4.7,22.4,7.7,4.0,28.4,15.8,46.1,8,26
Sacramento Kings,1994,82,100.1,3.5,24.3,8.2,4.6,28.6,16.2,42.7,17,21
Boston Celtics,1994,81,101.1,2.7,23.0,8.2,4.9,28.7,15.0,38.3,13,19
Philadelphia 76ers,1994,83,98.1,4.1,21.2,7.4,6.1,28.3,15.7,30.1,23,19
Dallas Mavericks,1994,81,99.1,3.0,21.6,9.0,3.7,27.5,16.6,29.6,19,25
Washington Bullets,1994,80,100.3,3.3,21.3,8.4,4.2,26.9,15.8,28.7,16,27
Milwaukee Bucks,1994,81,98.4,4.8,23.1,9.6,5.0,26.4,16.3,25.9,21,22
Detroit Pistons,1994,81,98.0,5.0,21.8,8.5,4.6,27.5,15.2,25.9,25,23
Los Angeles Clippers,1994,84,100.7,3.7,24.6,10.0,5.1,27.7,17.2,23.8,14,13
Minnesota Timberwolves,1994,80,95.2,2.8,23.2,7.5,5.3,27.5,17.5,22.5,27,24
Houston Rockets,1993,97,102.9,5.2,25.8,8.9,6.4,31.4,16.0,73.2,17,2
New York Knicks,1993,95,101.5,3.1,25.9,8.7,4.4,31.5,15.8,72.6,20,7
Phoenix Suns,1993,107,110.6,4.7,25.5,8.9,6.5,30.2,15.0,70.1,1,4
Seattle SuperSonics,1993,100,106.3,2.8,24.2,11.7,5.0,26.6,14.6,69.0,4,12
Chicago Bulls,1993,100,103.4,3.2,24.9,9.4,4.4,27.6,13.2,69.0,14,21
San Antonio Spurs,1993,95,101.6,2.6,23.5,6.9,5.9,30.9,14.3,61.1,19,10
Atlanta Hawks,1993,84,106.2,4.3,24.5,9.9,4.0,28.4,15.1,59.5,5,14
Portland Trail Blazers,1993,89,106.7,3.3,24.2,9.0,5.4,30.0,14.5,58.4,3,8
Cleveland Cavaliers,1993,89,103.8,3.4,27.1,7.6,5.9,29.9,13.8,58.4,11,11
Utah Jazz,1993,89,103.4,1.8,26.2,8.7,4.6,28.8,14.5,57.3,14,18
Boston Celtics,1993,86,103.0,1.6,24.3,8.0,5.3,28.9,13.7,57.0,16,16
Charlotte Hornets,1993,92,108.6,2.7,26.1,8.2,5.5,30.6,15.7,54.3,2,9
Denver Nuggets,1993,83,103.8,1.7,21.0,8.1,7.5,31.7,16.5,51.8,11,1
Orlando Magic,1993,86,104.1,3.9,24.2,6.9,5.5,29.8,16.3,51.2,9,16
Miami Heat,1993,81,103.5,4.0,20.5,7.3,4.5,29.8,14.9,49.4,13,20
New Jersey Nets,1993,86,100.6,1.9,22.8,8.3,6.9,30.9,15.2,46.5,22,3
Indiana Pacers,1993,84,104.8,3.3,25.3,7.5,5.1,29.3,15.3,46.4,8,19
Los Angeles Clippers,1993,87,103.9,1.9,27.0,10.4,5.6,29.1,17.0,44.8,10,6
Detroit Pistons,1993,83,99.7,4.0,22.9,6.7,3.1,28.1,13.6,41.0,25,27
Golden State Warriors,1993,81,105.4,3.6,24.4,8.8,4.7,28.8,17.3,40.7,7,14
Los Angeles Lakers,1993,89,102.2,2.8,24.8,9.2,5.6,27.7,14.3,39.3,18,13
Philadelphia 76ers,1993,84,100.9,4.3,23.5,8.6,7.5,29.5,16.4,33.3,21,4
Milwaukee Bucks,1993,84,100.3,4.0,24.3,10.0,4.9,25.8,15.2,29.8,24,22
Sacramento Kings,1993,83,106.2,3.2,25.7,9.0,4.2,27.2,16.3,27.7,5,23
Washington Bullets,1993,82,100.4,2.3,24.2,8.5,4.0,27.5,15.9,26.8,23,25
Minnesota Timberwolves,1993,86,97.6,2.0,24.1,7.8,5.2,27.1,16.6,25.6,26,24
Dallas Mavericks,1993,84,97.0,3.3,20.0,8.1,4.3,27.0,17.3,13.1,27,26
Chicago Bulls,1992,104,105.7,2.2,26.9,8.1,5.8,28.7,12.8,76.0,11,18
Portland Trail Blazers,1992,99,111.0,3.8,25.2,9.1,5.0,30.5,15.6,68.7,3,5
Phoenix Suns,1992,86,114.1,3.5,26.5,8.5,6.2,30.2,15.5,68.6,2,3
Utah Jazz,1992,93,107.3,1.8,26.0,9.3,4.6,30.0,14.8,67.7,8,12
Cleveland Cavaliers,1992,100,107.5,3.0,27.7,7.6,7.1,29.7,13.0,64.0,7,7
Seattle SuperSonics,1992,89,108.2,3.0,23.1,10.0,5.5,27.4,15.3,60.7,6,16
New York Knicks,1992,95,98.7,2.1,25.4,7.7,4.4,30.3,14.9,60.0,25,20
Golden State Warriors,1992,87,117.7,3.2,25.1,9.4,5.0,29.1,16.1,59.8,1,14
Detroit Pistons,1992,83,97.2,2.3,23.2,6.9,4.0,29.0,14.2,59.0,27,27
Los Angeles Clippers,1992,83,105.4,1.6,26.0,9.7,6.0,29.1,15.1,55.4,13,4
San Antonio Spurs,1992,82,105.6,2.4,24.4,8.4,6.9,30.7,14.7,54.9,12,1
Boston Celtics,1992,92,104.7,1.1,24.6,7.9,5.8,30.4,13.5,54.3,15,9
New Jersey Nets,1992,85,105.4,2.6,23.3,8.8,6.8,29.4,16.4,54.1,13,2
Houston Rockets,1992,78,102.4,4.2,25.5,8.2,7.0,29.3,15.7,51.3,21,6
Los Angeles Lakers,1992,83,102.0,1.4,22.0,9.4,4.8,27.1,14.1,50.6,22,22
Indiana Pacers,1992,83,110.4,3.7,28.0,8.2,4.7,31.1,16.6,49.4,5,10
Charlotte Hornets,1992,78,110.6,1.6,27.3,9.6,4.6,29.5,14.9,47.4,4,13
Atlanta Hawks,1992,81,105.8,3.4,26.0,10.1,3.8,30.1,15.8,45.7,10,10
Miami Heat,1992,81,104.6,3.4,22.0,8.1,4.5,28.1,16.0,39.5,16,24
Sacramento Kings,1992,80,106.4,2.9,24.5,8.7,6.7,29.0,15.6,38.8,9,7
Philadelphia 76ers,1992,78,103.6,2.8,23.5,8.3,5.7,28.5,14.7,38.5,18,19
Orlando Magic,1992,77,104.4,2.9,22.9,7.3,5.3,30.3,17.4,36.4,17,16
Milwaukee Bucks,1992,80,102.5,4.3,24.5,10.7,4.1,26.0,16.3,35.0,20,23
Washington Bullets,1992,81,103.1,1.9,25.7,8.4,4.9,28.7,15.1,27.2,19,21
Denver Nuggets,1992,80,100.8,1.6,20.8,9.0,5.8,28.7,17.5,23.8,24,14
Minnesota Timberwolves,1992,79,101.5,1.9,25.2,7.2,6.2,26.9,14.5,20.3,23,26
Dallas Mavericks,1992,77,97.9,3.5,19.5,6.8,4.4,29.2,15.4,15.6,26,25
Chicago Bulls,1991,98,108.9,1.9,26.2,9.5,5.1,28.7,13.3,81.6,7,12
Los Angeles Lakers,1991,104,103.7,2.6,24.3,8.2,5.1,28.3,13.5,67.3,16,20
Portland Trail Blazers,1991,96,110.5,3.8,25.3,8.9,4.6,30.0,15.2,66.7,4,10
Phoenix Suns,1991,88,110.1,2.1,26.2,7.7,7.1,31.7,14.5,64.8,5,2
Utah Jazz,1991,93,105.4,1.9,27.1,7.5,5.4,30.6,14.9,62.4,11,10
Houston Rockets,1991,85,104.0,4.0,23.1,8.8,5.5,30.4,16.3,61.2,14,7
Boston Celtics,1991,94,109.6,1.4,24.9,7.8,6.2,31.8,14.9,60.6,6,3
San Antonio Spurs,1991,90,104.4,0.9,25.5,8.2,7.3,32.3,17.0,58.9,12,1
Golden State Warriors,1991,90,116.0,3.6,23.8,10.0,4.8,27.9,15.5,57.8,1,13
Detroit Pistons,1991,97,100.2,1.9,21.8,5.4,4.4,30.0,13.7,54.6,25,27
New York Knicks,1991,84,102.5,2.6,25.9,7.7,5.0,29.8,15.6,53.6,21,15
Seattle SuperSonics,1991,88,105.6,2.0,23.9,9.4,4.9,27.4,16.0,52.3,10,19
Cleveland Cavaliers,1991,81,104.2,2.3,27.0,7.8,6.4,29.4,14.7,50.6,13,9
Indiana Pacers,1991,88,113.7,3.3,27.9,8.4,4.5,29.8,16.1,50.0,2,13
Atlanta Hawks,1991,87,107.8,2.9,22.5,8.7,4.2,29.4,14.2,49.4,8,16
Milwaukee Bucks,1991,84,106.3,3.3,25.9,10.7,3.9,26.0,16.1,48.8,9,23
Philadelphia 76ers,1991,90,103.0,2.7,21.9,8.5,5.8,29.3,14.5,46.7,20,8
Los Angeles Clippers,1991,84,103.5,1.8,24.9,9.4,6.2,30.0,16.0,42.9,17,5
Orlando Magic,1991,81,103.8,3.0,21.5,7.8,3.8,28.5,16.0,37.0,15,26
Miami Heat,1991,83,102.4,2.4,22.3,8.7,4.5,28.2,17.3,36.1,22,21
Washington Bullets,1991,83,100.7,1.2,24.5,7.5,5.8,28.9,15.5,36.1,23,18
Dallas Mavericks,1991,85,99.6,2.5,21.6,7.0,4.4,29.0,13.5,35.3,26,24
New Jersey Nets,1991,83,103.4,2.4,22.6,9.2,7.3,28.6,16.4,32.5,18,6
Sacramento Kings,1991,83,98.4,2.9,23.7,8.4,6.7,27.2,15.8,32.5,27,16
Denver Nuggets,1991,81,110.7,3.1,20.2,9.6,5.1,31.0,16.4,32.1,3,4
Minnesota Timberwolves,1991,82,100.6,1.5,23.5,8.6,6.0,26.3,12.4,30.5,24,22
Charlotte Hornets,1991,86,103.4,1.5,25.6,8.9,3.4,27.9,15.2,29.1,18,25
Portland Trail Blazers,1990,105,114.9,3.3,26.3,8.9,4.9,31.5,16.1,75.2,4,6
Detroit Pistons,1990,103,103.6,2.3,23.9,6.6,4.7,30.0,14.3,72.8,21,20
Los Angeles Lakers,1990,90,109.9,3.6,26.9,7.7,4.9,30.0,14.1,70.0,7,14
Phoenix Suns,1990,100,115.7,2.0,25.9,8.6,5.7,31.9,15.3,69.0,3,4
Boston Celtics,1990,87,113.6,1.4,29.7,7.1,6.2,33.3,15.6,69.0,5,3
San Antonio Spurs,1990,91,108.9,0.8,26.2,9.4,7.0,31.3,16.7,68.1,10,2
Chicago Bulls,1990,99,109.2,2.6,27.1,10.0,4.9,27.7,14.4,66.7,9,14
Philadelphia 76ers,1990,93,110.0,2.4,23.0,8.3,5.0,29.8,14.1,65.6,6,11
Utah Jazz,1990,88,106.2,2.5,27.1,8.3,5.9,30.1,16.4,64.8,16,10
Milwaukee Bucks,1990,87,107.0,3.0,24.9,10.0,4.2,27.8,15.7,58.6,15,18
Houston Rockets,1990,85,107.3,2.5,26.0,10.0,6.6,31.3,17.2,54.1,13,1
Golden State Warriors,1990,83,118.4,2.9,24.3,9.7,5.5,29.4,17.0,50.6,1,9
Dallas Mavericks,1990,83,101.8,2.3,22.7,7.8,5.0,28.8,14.4,50.6,25,19
Cleveland Cavaliers,1990,89,104.1,3.5,27.5,7.7,5.9,28.6,14.7,49.4,19,16
Atlanta Hawks,1990,83,108.2,2.1,23.0,8.8,4.4,27.6,15.2,48.2,12,22
Seattle SuperSonics,1990,83,105.6,2.3,23.1,9.1,3.9,26.5,16.0,48.2,17,26
New York Knicks,1990,92,105.1,2.3,26.4,8.1,5.6,29.4,16.5,44.6,18,12
Indiana Pacers,1990,86,108.7,3.8,24.1,7.0,4.3,28.5,15.4,39.5,11,25
Washington Bullets,1990,82,107.3,0.5,27.0,7.3,5.5,29.3,15.2,36.6,13,17
Los Angeles Clippers,1990,85,102.6,0.8,24.6,9.0,6.2,29.9,18.2,36.5,23,8
Denver Nuggets,1990,85,117.6,2.8,28.1,10.2,4.7,30.6,14.2,35.3,2,5
Minnesota Timberwolves,1990,80,94.1,0.7,22.0,9.1,4.7,25.2,13.0,30.0,27,27
Sacramento Kings,1990,82,99.3,2.3,25.1,6.5,5.1,28.5,14.9,26.8,26,24
Charlotte Hornets,1990,83,103.8,2.2,25.7,9.6,3.6,27.2,15.3,26.5,20,23
Miami Heat,1990,81,102.3,1.2,24.8,9.2,4.9,28.6,18.6,23.5,24,13
New Jersey Nets,1990,82,102.8,1.6,19.5,9.3,6.6,29.3,16.9,23.2,22,7
Orlando Magic,1990,83,109.7,2.4,23.9,7.5,3.7,29.9,16.2,19.3,8,21
Detroit Pistons,1989,101,104.9,1.9,23.9,6.1,4.8,30.2,14.6,75.2,20,22
Los Angeles Lakers,1989,95,112.6,3.2,27.2,8.5,5.3,31.1,15.7,73.7,6,7
New York Knicks,1989,90,113.9,4.2,26.0,10.5,5.4,28.0,18.0,65.6,4,10
Utah Jazz,1989,84,105.0,2.1,25.6,9.0,6.4,31.3,17.6,63.1,18,2
Phoenix Suns,1989,92,117.5,2.2,27.4,8.4,5.4,32.5,16.0,63.0,1,3
Chicago Bulls,1989,100,106.2,2.8,26.1,8.9,4.5,29.4,15.5,60.0,14,16
Atlanta Hawks,1989,86,110.2,1.4,23.4,10.0,5.4,27.7,15.4,59.3,8,14
Milwaukee Bucks,1989,93,107.0,2.6,24.9,10.3,3.8,26.9,15.1,55.9,13,23
Cleveland Cavaliers,1989,88,104.5,2.8,25.7,8.9,6.8,29.8,15.3,55.7,21,5
Philadelphia 76ers,1989,84,109.0,2.2,24.7,7.8,4.3,28.7,14.4,54.8,9,24
Seattle SuperSonics,1989,90,110.3,3.3,24.5,9.7,5.9,27.5,16.5,54.4,7,14
Denver Nuggets,1989,86,114.9,2.8,27.2,9.9,4.4,30.9,14.1,53.5,3,6
Boston Celtics,1989,86,108.1,0.8,27.2,7.5,5.1,31.2,16.2,53.5,10,11
Washington Bullets,1989,84,107.8,0.6,25.5,7.7,4.3,30.0,15.3,52.4,11,18
Indiana Pacers,1989,83,107.8,2.6,25.4,7.0,4.7,30.0,17.8,50.6,11,20
Golden State Warriors,1989,92,116.9,2.8,24.6,10.0,7.2,30.3,17.2,50.0,2,1
Portland Trail Blazers,1989,87,113.5,2.5,26.4,9.6,4.7,28.9,16.7,48.3,5,13
Houston Rockets,1989,87,106.1,2.2,25.3,9.3,5.9,30.8,17.8,46.0,15,4
Dallas Mavericks,1989,84,101.6,2.3,21.7,7.3,5.2,29.5,14.5,42.9,23,18
San Antonio Spurs,1989,81,105.0,0.8,24.6,10.9,5.7,27.4,19.6,40.7,18,9
Sacramento Kings,1989,84,106.1,4.1,24.3,7.3,5.1,29.9,15.4,33.3,15,17
New Jersey Nets,1989,81,100.7,2.3,20.2,9.3,5.7,28.4,16.7,27.2,24,12
Los Angeles Clippers,1989,80,105.2,0.6,26.7,10.2,6.2,28.0,18.9,26.3,17,8
Miami Heat,1989,85,98.5,1.2,23.6,8.9,4.9,27.5,20.2,22.4,25,21
Charlotte Hornets,1989,81,102.4,2.2,27.4,8.9,3.4,26.4,14.9,22.2,22,25
Los Angeles Lakers,1988,109,111.0,1.9,27.7,8.0,4.8,29.9,15.2,69.7,5,11
Detroit Pistons,1988,108,104.3,0.8,23.8,7.0,5.0,30.0,16.1,64.8,20,17
Denver Nuggets,1988,94,118.6,2.9,27.4,9.7,4.8,29.7,13.7,63.8,1,5
Dallas Mavericks,1988,100,109.0,2.0,24.1,7.5,5.6,30.1,15.2,63.0,11,9
Boston Celtics,1988,100,110.7,2.7,28.6,7.3,5.0,29.1,15.0,62.0,7,22
Portland Trail Blazers,1988,86,114.5,1.7,26.8,9.7,4.2,30.0,16.5,61.6,2,7
Cleveland Cavaliers,1988,86,106.2,1.5,26.2,8.8,7.0,28.6,16.2,61.6,16,4
Utah Jazz,1988,94,107.5,1.5,28.1,8.7,7.3,31.1,17.9,59.6,14,1
Chicago Bulls,1988,92,104.8,1.1,26.1,8.1,5.7,30.4,15.2,58.7,18,5
Atlanta Hawks,1988,95,109.4,1.2,25.3,7.8,6.1,28.2,14.4,57.9,10,16
Houston Rockets,1988,89,110.6,0.9,23.6,9.1,6.0,31.8,17.8,57.3,8,2
New York Knicks,1988,87,110.3,3.5,24.6,9.9,5.4,27.1,17.9,55.2,9,13
Seattle SuperSonics,1988,85,113.0,2.9,26.2,9.8,5.6,28.1,16.3,52.9,3,8
Milwaukee Bucks,1988,88,106.5,1.3,25.9,8.5,4.1,27.8,15.4,50.0,15,23
Washington Bullets,1988,88,105.3,0.3,23.3,8.5,5.3,27.9,16.2,45.5,17,20
Philadelphia 76ers,1988,86,108.9,2.1,24.4,8.3,5.0,28.2,16.2,45.3,12,21
Phoenix Suns,1988,84,111.2,1.8,28.2,8.1,4.5,29.8,15.9,40.5,4,14
Indiana Pacers,1988,83,104.1,2.0,23.3,7.2,4.6,30.0,17.0,36.1,21,19
Golden State Warriors,1988,83,108.1,1.3,23.9,9.2,4.9,28.4,17.7,32.5,13,12
